STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
LGN,D,41,M FLOW,19980215 0000,19980215 0000,5704, ,CFS
LGN,D,41,M FLOW,19980216 0000,19980216 0000,6081, ,CFS
LGN,D,41,M FLOW,19980217 0000,19980217 0000,5899, ,CFS
LGN,D,41,M FLOW,19980218 0000,19980218 0000,6477, ,CFS
LGN,D,41,M FLOW,19980219 0000,19980219 0000,5423, ,CFS
LGN,D,41,M FLOW,19980220 0000,19980220 0000,5725, ,CFS
LGN,D,41,M FLOW,19980221 0000,19980221 0000,5397, ,CFS
LGN,D,41,M FLOW,19980222 0000,19980222 0000,5060, ,CFS
LGN,D,41,M FLOW,19980223 0000,19980223 0000,5205, ,CFS
LGN,D,41,M FLOW,19980224 0000,19980224 0000,6072, ,CFS
LGN,D,41,M FLOW,19980225 0000,19980225 0000,6678, ,CFS
LGN,D,41,M FLOW,19980226 0000,19980226 0000,6386, ,CFS
LGN,D,41,M FLOW,19980227 0000,19980227 0000,6888, ,CFS
LGN,D,41,M FLOW,19980228 0000,19980228 0000,6713, ,CFS
LGN,D,41,M FLOW,19980301 0000,19980301 0000,6811, ,CFS
LGN,D,41,M FLOW,19980302 0000,19980302 0000,6758, ,CFS
LGN,D,41,M FLOW,19980303 0000,19980303 0000,6885, ,CFS
LGN,D,41,M FLOW,19980304 0000,19980304 0000,6838, ,CFS
LGN,D,41,M FLOW,19980305 0000,19980305 0000,7013, ,CFS
LGN,D,41,M FLOW,19980306 0000,19980306 0000,5931, ,CFS
LGN,D,41,M FLOW,19980307 0000,19980307 0000,5094, ,CFS
LGN,D,41,M FLOW,19980308 0000,19980308 0000,5115, ,CFS
LGN,D,41,M FLOW,19980309 0000,19980309 0000,4910, ,CFS
LGN,D,41,M FLOW,19980310 0000,19980310 0000,4291, ,CFS
LGN,D,41,M FLOW,19980311 0000,19980311 0000,4420, ,CFS
LGN,D,41,M FLOW,19980312 0000,19980312 0000,4392, ,CFS
